姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
姚红梅,530328XXXXXXXX7035,2023216671,经济23-3班,71,91,17,59,B
张建国,430602XXXXXXXX2448,2023216672,城市地下空间23-3班,85,57,70,50,B+
廖兵,650200XXXXXXXX8247,2023216673,计算机23-2班,70,78,68,36,B
贺鹏,632221XXXXXXXX1282,2023216674,英语23-3班,100,35,38,53,D
王丽华,530402XXXXXXXX6366,2023216675,环境23-2班,77,29,84,71,C-
李敏,220723XXXXXXXX4866,2023216676,机械工程23-3班,69,58,70,62,C
袁晶,621101XXXXXXXX3826,2023216677,城市地下空间23-1班,65,98,46,53,C
熊梅,230826XXXXXXXX1028,2023216678,土木工程23-2班,88,58,54,60,C
周俊,450222XXXXXXXX2964,2023216679,广告23-1班,53,33,44,88,C-
吕东,130102XXXXXXXX9492,2023216680,自动化23-1班,56,86,59,80,B
宁瑜,430521XXXXXXXX4940,2023216681,法学23-1班,57,75,94,59,A-
潘云,532529XXXXXXXX8153,2023216682,机械工程23-1班,82,96,38,39,B+
阎雷,320611XXXXXXXX9009,2023216683,新媒体23-1班,70,26,47,55,B
陈阳,520501XXXXXXXX9981,2023216684,电信科23-3班,69,93,35,47,D-
徐旭,130525XXXXXXXX7903,2023216685,新媒体23-2班,76,67,56,79,A+
李玉英,211403XXXXXXXX925X,2023216686,计算机23-3班,92,48,95,57,C+
王桂兰,430621XXXXXXXX1112,2023216687,经济23-1班,45,47,16,83,C
翟玉兰,420822XXXXXXXX0985,2023216688,化工23-1班,81,98,87,43,B+
李琴,120101XXXXXXXX093X,2023216689,机械工程23-1班,68,32,76,36,C-
向坤,659004XXXXXXXX6368,2023216690,法学23-3班,54,63,53,70,B-
杜华,370801XXXXXXXX9871,2023216691,化工23-3班,72,61,89,41,C-
李宁,620401XXXXXXXX4878,2023216692,机械工程23-1班,45,98,34,65,A+
吴健,420821XXXXXXXX6923,2023216693,法学23-1班,49,87,73,67,B-
王瑜,511601XXXXXXXX5098,2023216694,新能源23-2班,73,61,85,68,E
俞琴,511921XXXXXXXX8610,2023216695,物流管理23-1班,55,51,43,91,D
潘春梅,654025XXXXXXXX4646,2023216696,自动化23-2班,81,66,67,56,C-
王颖,141126XXXXXXXX5534,2023216697,广告23-3班,88,75,45,80,B
王荣,532925XXXXXXXX6475,2023216698,计算机23-3班,100,71,22,69,C
吴波,360123XXXXXXXX958X,2023216699,法学23-3班,60,32,32,88,B-
谢桂英,431101XXXXXXXX0615,2023216700,新能源23-1班,73,69,92,35,A+
刘玉梅,210283XXXXXXXX9015,2023216701,自动化23-3班,65,73,19,52,A-
朱伟,330127XXXXXXXX5716,2023216702,英语23-3班,91,93,68,64,C
张萍,140600XXXXXXXX7715,2023216703,计算机23-3班,79,89,68,63,B
刘帆,141024XXXXXXXX3125,2023216704,化工23-1班,62,95,18,69,D-
郭秀英,130801XXXXXXXX8710,2023216705,经济23-2班,64,92,57,76,D-
刘鑫,131003XXXXXXXX1733,2023216706,经济23-1班,48,60,26,35,E
姬建,210321XXXXXXXX0971,2023216707,环境23-1班,76,38,42,79,E
李明,130523XXXXXXXX0284,2023216708,新媒体23-1班,57,84,65,88,D+
刘莹,130726XXXXXXXX1680,2023216709,化工23-2班,51,94,84,55,E
蒋玉华,520523XXXXXXXX6885,2023216710,环境23-3班,65,60,91,79,A-
崔莉,451030XXXXXXXX0013,2023216711,法学23-1班,85,87,28,47,D-
王建,420205XXXXXXXX0947,2023216712,新媒体23-1班,83,37,86,37,A+
李玉华,320106XXXXXXXX463X,2023216713,英语23-1班,87,34,49,94,A+
郑璐,130927XXXXXXXX1022,2023216714,广告23-2班,51,66,96,59,B-
洪柳,320621XXXXXXXX1476,2023216715,经济23-1班,87,87,64,98,C+
姚刚,621124XXXXXXXX8097,2023216716,食品23-1班,76,89,40,87,A+
钱丽丽,430521XXXXXXXX7829,2023216717,化工23-3班,48,76,34,75,C
陈秀英,451281XXXXXXXX5453,2023216718,食品23-1班,52,45,53,93,D-
陈凤英,350526XXXXXXXX4548,2023216719,自动化23-3班,89,53,31,83,A
郭玉,220702XXXXXXXX228X,2023216720,法学23-3班,84,58,56,59,B
秦凯,469030XXXXXXXX7931,2023216721,自动化23-3班,81,99,96,45,D
王娟,222405XXXXXXXX5405,2023216722,英语23-3班,82,40,24,82,B-
吴娜,331122XXXXXXXX1168,2023216723,经济23-1班,64,30,71,96,D
张楠,532801XXXXXXXX2666,2023216724,新媒体23-1班,61,63,74,60,D+
李建国,410181XXXXXXXX1350,2023216725,化工23-1班,100,75,66,76,C
况旭,632701XXXXXXXX5144,2023216726,计算机23-2班,82,52,78,37,E
沙丽华,341622XXXXXXXX3462,2023216727,英语23-3班,94,87,43,62,B
钟璐,620522XXXXXXXX6392,2023216728,机械工程23-3班,74,53,24,82,D
高宇,520424XXXXXXXX6183,2023216729,城市地下空间23-1班,82,32,29,72,B
钟飞,653131XXXXXXXX1510,2023216730,新能源23-2班,62,66,85,47,B+
蔡建,511025XXXXXXXX988X,2023216731,计算机23-1班,65,26,53,94,D-
吴建华,610000XXXXXXXX4642,2023216732,英语23-3班,88,25,55,64,A+
傅宇,330203XXXXXXXX7473,2023216733,自动化23-2班,97,80,15,44,A+
孙帆,350103XXXXXXXX6359,2023216734,法学23-1班,48,71,91,88,C-
陈成,433124XXXXXXXX632X,2023216735,物流管理23-2班,98,97,88,73,D-
蒋超,350301XXXXXXXX6444,2023216736,计算机23-2班,87,58,73,81,C-
李平,445122XXXXXXXX7346,2023216737,土木工程23-2班,92,38,67,98,A
黄建国,450312XXXXXXXX8492,2023216738,城市地下空间23-2班,63,39,82,81,C
阙莹,652923XXXXXXXX4716,2023216739,城市地下空间23-1班,63,43,17,74,B+
任桂芳,542431XXXXXXXX6397,2023216740,电信科23-3班,85,82,72,56,C
黄雪梅,370801XXXXXXXX4674,2023216741,英语23-1班,65,53,61,72,D
黄瑞,420583XXXXXXXX9288,2023216742,土木工程23-3班,94,34,68,51,B-
冯飞,130522XXXXXXXX927X,2023216743,新能源23-1班,76,67,57,63,C+
侯璐,420500XXXXXXXX0671,2023216744,城市地下空间23-3班,57,57,94,72,C-
陈玉兰,450331XXXXXXXX9072,2023216745,广告23-1班,74,75,51,64,C+
林小红,230123XXXXXXXX2488,2023216746,化工23-3班,56,62,53,98,B-
马兵,411721XXXXXXXX6038,2023216747,化工23-3班,99,84,97,37,A-
任岩,140500XXXXXXXX7620,2023216748,环境23-3班,83,54,20,88,C-
廖鹏,350213XXXXXXXX8355,2023216749,物流管理23-2班,88,60,57,65,D+
戴秀芳,130825XXXXXXXX0379,2023216750,食品23-1班,46,78,33,37,D+
华丽丽,410302XXXXXXXX4486,2023216751,广告23-1班,81,75,85,70,D
伊帅,411381XXXXXXXX0985,2023216752,物流管理23-2班,66,99,72,94,A+
李桂英,360700XXXXXXXX7844,2023216753,计算机23-3班,75,30,16,53,C+
萧林,222400XXXXXXXX4458,2023216754,自动化23-1班,92,88,96,62,C-
鞠旭,150430XXXXXXXX1728,2023216755,机械工程23-2班,82,81,81,49,C-
邢楠,621026XXXXXXXX3561,2023216756,食品23-1班,65,96,37,81,A+
黄红霞,610701XXXXXXXX0218,2023216757,食品23-1班,45,62,63,80,E
刘琴,430381XXXXXXXX3807,2023216758,化工23-3班,75,99,31,43,A
薛敏,230205XXXXXXXX1262,2023216759,新能源23-2班,63,48,58,78,B-
刘杰,370522XXXXXXXX7672,2023216760,土木工程23-1班,88,60,93,98,C-
林玲,370881XXXXXXXX7595,2023216761,城市地下空间23-1班,77,38,59,72,D+
覃云,410701XXXXXXXX3061,2023216762,广告23-3班,98,43,26,50,C-
卢建华,410803XXXXXXXX5445,2023216763,法学23-2班,72,55,99,64,D+
黄慧,370300XXXXXXXX7367,2023216764,英语23-1班,75,47,37,100,D-
张萍,410425XXXXXXXX1317,2023216765,食品23-1班,79,89,75,47,B+
沈明,150300XXXXXXXX1930,2023216766,英语23-3班,84,48,81,75,D
朱成,441624XXXXXXXX348X,2023216767,电信科23-1班,97,39,17,82,A-
刘雷,220882XXXXXXXX2568,2023216768,自动化23-1班,69,85,43,44,B+
张洁,653023XXXXXXXX4360,2023216769,英语23-1班,49,74,49,71,E
刘丹丹,130633XXXXXXXX6291,2023216770,城市地下空间23-2班,91,88,50,45,C+
李阳,530600XXXXXXXX4698,2023216771,广告23-1班,51,78,48,58,B
张桂香,532624XXXXXXXX0927,2023216772,新能源23-3班,82,98,92,75,B+
岑成,371426XXXXXXXX197X,2023216773,新媒体23-3班,75,96,94,50,C
周慧,650204XXXXXXXX7686,2023216774,经济23-2班,84,53,38,82,D
高峰,230833XXXXXXXX7168,2023216775,食品23-3班,71,55,50,45,A
姜玉兰,511801XXXXXXXX7266,2023216776,新能源23-1班,91,58,89,42,A+
周强,430406XXXXXXXX6166,2023216777,物流管理23-3班,84,40,48,53,A+
梁云,130727XXXXXXXX7075,2023216778,机械工程23-1班,96,82,54,56,C-
吕淑兰,110107XXXXXXXX420X,2023216779,土木工程23-1班,80,51,46,49,D
张萍,532329XXXXXXXX2917,2023216780,食品23-2班,59,64,36,69,E
张柳,310104XXXXXXXX9382,2023216781,电信科23-3班,56,26,100,62,C
王雷,520323XXXXXXXX6792,2023216782,新能源23-3班,79,26,74,41,D
赵玉,130634XXXXXXXX7827,2023216783,法学23-3班,50,59,75,40,C+
何鹏,511425XXXXXXXX4473,2023216784,广告23-2班,49,98,80,46,C+
张峰,410721XXXXXXXX0231,2023216785,新能源23-3班,83,49,67,54,D+
李萍,320700XXXXXXXX983X,2023216786,环境23-1班,90,80,18,89,A+
陈倩,430603XXXXXXXX0388,2023216787,机械工程23-1班,49,91,69,43,C
邱倩,440400XXXXXXXX4684,2023216788,机械工程23-3班,47,74,72,57,C-
徐丽华,500112XXXXXXXX2599,2023216789,物流管理23-3班,50,99,73,77,C
黄雪,340800XXXXXXXX2414,2023216790,食品23-1班,64,26,54,35,A-
明凯,440000XXXXXXXX1295,2023216791,广告23-3班,45,43,61,60,A
冯桂香,430500XXXXXXXX5408,2023216792,新能源23-2班,65,70,54,46,C
王萍,220881XXXXXXXX0736,2023216793,法学23-2班,65,100,22,70,D-
王雪,530524XXXXXXXX3590,2023216794,法学23-3班,60,79,21,58,E
杨博,141102XXXXXXXX9439,2023216795,自动化23-3班,81,64,84,62,B
孙军,360302XXXXXXXX4165,2023216796,环境23-1班,85,62,82,96,A+
马想,130321XXXXXXXX9542,2023216797,土木工程23-3班,59,77,75,67,D+
孙莉,371403XXXXXXXX9882,2023216798,环境23-1班,85,67,50,83,D+
吴桂芳,520112XXXXXXXX6732,2023216799,新媒体23-1班,90,29,64,35,D
李刚,230803XXXXXXXX372X,2023216800,法学23-2班,77,28,78,81,A
胡利,140221XXXXXXXX9766,2023216801,物流管理23-1班,97,38,92,90,B+
李伟,371302XXXXXXXX7291,2023216802,机械工程23-2班,66,61,22,36,D
王建,130535XXXXXXXX2797,2023216803,计算机23-1班,79,99,68,42,D
吴洁,440232XXXXXXXX3195,2023216804,经济23-1班,65,87,19,47,E
何荣,542623XXXXXXXX0832,2023216805,新能源23-1班,72,47,17,62,D+
黄雷,654323XXXXXXXX5234,2023216806,土木工程23-2班,52,73,27,51,D+
印波,530721XXXXXXXX8034,2023216807,电信科23-3班,91,41,75,72,D-
刘欢,450804XXXXXXXX3240,2023216808,电信科23-1班,94,50,68,36,D-
薛建国,331022XXXXXXXX5962,2023216809,物流管理23-2班,94,58,26,55,C+
安娜,430703XXXXXXXX2825,2023216810,自动化23-2班,67,27,72,70,D
吴婷,653123XXXXXXXX400X,2023216811,自动化23-3班,85,77,49,37,B-
许瑞,130434XXXXXXXX9658,2023216812,新能源23-3班,88,44,90,61,E
曹婷,130636XXXXXXXX3839,2023216813,自动化23-1班,53,30,96,84,D+
郭娟,411330XXXXXXXX1422,2023216814,自动化23-1班,65,89,22,40,C+
赵丹丹,632200XXXXXXXX6588,2023216815,食品23-2班,67,51,52,87,A
王旭,620621XXXXXXXX1410,2023216816,食品23-2班,47,41,77,88,A
王想,500103XXXXXXXX4219,2023216817,食品23-1班,50,89,79,71,C
都倩,152500XXXXXXXX7830,2023216818,化工23-1班,54,72,58,47,D+
罗文,421202XXXXXXXX897X,2023216819,新媒体23-3班,72,75,95,98,C+
高旭,610481XXXXXXXX4479,2023216820,土木工程23-3班,83,75,100,49,A+
刘兰英,150122XXXXXXXX4098,2023216821,新能源23-3班,71,64,21,58,A-
李桂珍,620802XXXXXXXX5673,2023216822,食品23-3班,52,84,100,86,C+
张桂花,431227XXXXXXXX363X,2023216823,电信科23-2班,68,43,25,63,A-
王桂兰,140882XXXXXXXX2593,2023216824,城市地下空间23-3班,67,77,82,81,A
王杰,450701XXXXXXXX6889,2023216825,新媒体23-3班,87,68,76,60,D+
张欣,211201XXXXXXXX5583,2023216826,化工23-2班,55,65,43,37,B-
张玲,150221XXXXXXXX9567,2023216827,经济23-2班,76,84,81,88,A
吴娟,511101XXXXXXXX8558,2023216828,食品23-2班,71,79,40,93,B
张健,411400XXXXXXXX8107,2023216829,自动化23-2班,97,38,30,82,A+
胡丹,231222XXXXXXXX5558,2023216830,食品23-3班,53,95,89,73,E
袁颖,650103XXXXXXXX6483,2023216831,食品23-3班,76,41,65,85,B
徐秀梅,420922XXXXXXXX9356,2023216832,计算机23-3班,65,88,73,62,D-
诸坤,220721XXXXXXXX1899,2023216833,机械工程23-3班,52,71,37,87,C
徐利,420505XXXXXXXX6563,2023216834,机械工程23-1班,46,34,85,44,B-
朱斌,360481XXXXXXXX0725,2023216835,法学23-1班,68,67,30,69,C
李燕,650204XXXXXXXX2577,2023216836,城市地下空间23-2班,89,74,69,61,C
王旭,451229XXXXXXXX7356,2023216837,食品23-2班,80,34,53,49,E
刘英,420100XXXXXXXX9017,2023216838,环境23-1班,78,57,53,68,A-
黄文,210113XXXXXXXX0300,2023216839,自动化23-3班,76,94,63,92,A
路兰英,320106XXXXXXXX7385,2023216840,法学23-1班,81,80,68,86,A+
张帅,450423XXXXXXXX3783,2023216841,新能源23-2班,98,45,18,59,D+
席秀云,410423XXXXXXXX0561,2023216842,土木工程23-1班,45,80,67,46,C
吴涛,320581XXXXXXXX2689,2023216843,英语23-2班,71,83,33,97,C-
冶敏,210503XXXXXXXX3883,2023216844,机械工程23-3班,79,60,84,68,B
徐洁,630225XXXXXXXX4814,2023216845,机械工程23-1班,49,51,32,54,D
徐桂芝,621124XXXXXXXX0060,2023216846,化工23-3班,70,61,82,68,C+
韩莉,140600XXXXXXXX506X,2023216847,法学23-3班,87,25,92,37,B+
张敏,360982XXXXXXXX7878,2023216848,英语23-2班,52,90,50,60,C-
冯彬,430304XXXXXXXX509X,2023216849,法学23-2班,62,85,54,77,B-
刘玉珍,361127XXXXXXXX773X,2023216850,物流管理23-2班,57,51,58,46,A-
王龙,150202XXXXXXXX1933,2023216851,经济23-1班,60,62,38,98,D-
袁成,532627XXXXXXXX9288,2023216852,自动化23-3班,99,25,82,77,B+
王娟,350603XXXXXXXX5084,2023216853,法学23-1班,66,77,61,50,E
刘秀兰,654023XXXXXXXX1003,2023216854,环境23-2班,47,76,72,73,A+
仝冬梅,341200XXXXXXXX9854,2023216855,物流管理23-1班,69,51,25,85,D+
林磊,610400XXXXXXXX1845,2023216856,城市地下空间23-1班,69,96,45,98,B+
甘明,130902XXXXXXXX4587,2023216857,城市地下空间23-1班,68,91,73,81,B-
冯桂荣,411681XXXXXXXX6963,2023216858,机械工程23-1班,72,45,31,93,B
梁龙,140602XXXXXXXX0920,2023216859,物流管理23-2班,49,62,33,41,E
项勇,211021XXXXXXXX2968,2023216860,土木工程23-2班,63,37,24,76,D+
刘丽,441424XXXXXXXX8537,2023216861,电信科23-1班,67,66,57,57,C
周欢,120223XXXXXXXX7986,2023216862,计算机23-2班,53,81,84,97,E
舒楠,530501XXXXXXXX1979,2023216863,自动化23-2班,63,69,46,57,A-
袁璐,320900XXXXXXXX579X,2023216864,城市地下空间23-1班,69,95,75,71,B-
王佳,130726XXXXXXXX2263,2023216865,电信科23-2班,96,46,16,59,E
冯柳,510304XXXXXXXX3634,2023216866,化工23-1班,92,67,38,69,D
曹辉,450324XXXXXXXX2271,2023216867,食品23-2班,85,71,26,39,B+
蔡荣,220000XXXXXXXX0177,2023216868,英语23-3班,50,91,57,65,D
廖丽丽,110105XXXXXXXX2800,2023216869,电信科23-2班,79,75,79,61,B
颜波,120111XXXXXXXX1178,2023216870,法学23-1班,100,83,25,98,C+
丁玉英,230281XXXXXXXX3673,2023216871,英语23-1班,98,89,35,45,B
戴静,150901XXXXXXXX7579,2023216872,计算机23-1班,98,72,20,75,A+
刘芳,530523XXXXXXXX0127,2023216873,食品23-2班,70,74,93,82,E
张淑兰,330784XXXXXXXX0738,2023216874,城市地下空间23-1班,50,41,64,63,A+
阿莹,610124XXXXXXXX9554,2023216875,新媒体23-1班,94,74,54,95,D+
申兵,141028XXXXXXXX788X,2023216876,环境23-2班,52,74,100,46,C+
陈明,411625XXXXXXXX0128,2023216877,计算机23-3班,45,66,82,75,B-
李辉,371121XXXXXXXX0040,2023216878,电信科23-2班,79,69,36,68,B
刘杨,141082XXXXXXXX3588,2023216879,食品23-3班,94,79,87,49,B
林燕,419001XXXXXXXX5423,2023216880,化工23-1班,76,74,80,88,D
刘佳,420505XXXXXXXX6247,2023216881,经济23-1班,99,80,57,39,D-
韩凯,410225XXXXXXXX3066,2023216882,城市地下空间23-1班,53,62,43,100,C-
阎静,420200XXXXXXXX4450,2023216883,电信科23-1班,82,81,84,90,C
陆宇,632224XXXXXXXX4286,2023216884,食品23-3班,67,75,51,43,A
吴丹丹,150300XXXXXXXX588X,2023216885,环境23-1班,86,59,15,87,A
何洁,320401XXXXXXXX3026,2023216886,土木工程23-2班,81,76,68,62,D
谭秀华,610925XXXXXXXX2496,2023216887,土木工程23-3班,45,42,61,92,C
张英,621223XXXXXXXX9163,2023216888,食品23-1班,47,84,85,68,D-
陈雪梅,430211XXXXXXXX2878,2023216889,经济23-2班,87,58,54,80,B-
刘丹,140621XXXXXXXX6720,2023216890,英语23-1班,89,81,21,46,C-
吴红霞,652924XXXXXXXX6555,2023216891,环境23-2班,57,56,68,60,D
吴勇,610501XXXXXXXX1310,2023216892,土木工程23-1班,98,81,70,77,B-
余娜,610481XXXXXXXX4380,2023216893,城市地下空间23-3班,56,27,55,50,A-
张阳,621227XXXXXXXX2630,2023216894,机械工程23-2班,97,96,48,64,C-
杨芳,370301XXXXXXXX3855,2023216895,英语23-3班,93,43,68,60,C
刘凤英,610101XXXXXXXX3756,2023216896,城市地下空间23-3班,60,26,62,43,C
俞静,421201XXXXXXXX4415,2023216897,机械工程23-2班,59,62,41,43,B+
赵敏,520521XXXXXXXX7306,2023216898,广告23-3班,84,31,39,82,C-
李丽娟,130724XXXXXXXX0810,2023216899,化工23-1班,55,91,35,98,B-
温莹,620401XXXXXXXX190X,2023216900,广告23-3班,46,77,18,91,B+
叶秀英,532901XXXXXXXX3339,2023216901,新媒体23-3班,76,86,36,54,A+
耿建国,231000XXXXXXXX2227,2023216902,化工23-1班,92,33,27,86,B
杨彬,230603XXXXXXXX636X,2023216903,电信科23-2班,59,30,46,59,A-
谭莉,510800XXXXXXXX8267,2023216904,广告23-2班,56,99,93,71,B
黄洁,130300XXXXXXXX1207,2023216905,环境23-3班,93,89,21,78,B
任桂英,451029XXXXXXXX7636,2023216906,法学23-3班,71,55,83,58,C+
王龙,410400XXXXXXXX9586,2023216907,物流管理23-1班,97,71,36,82,C+
蔡平,330402XXXXXXXX0620,2023216908,土木工程23-2班,69,70,60,70,D
孙秀英,511301XXXXXXXX571X,2023216909,城市地下空间23-2班,97,67,63,38,A
朱琳,440103XXXXXXXX8691,2023216910,土木工程23-2班,87,92,64,51,D-
雷博,370200XXXXXXXX3029,2023216911,机械工程23-2班,89,43,39,62,B
向博,500113XXXXXXXX4948,2023216912,物流管理23-1班,73,25,48,54,A-
孙凯,350626XXXXXXXX9356,2023216913,自动化23-2班,57,44,22,47,A+
魏林,231100XXXXXXXX9842,2023216914,英语23-3班,78,96,20,91,D
薛华,430800XXXXXXXX0745,2023216915,食品23-1班,94,86,18,87,A-
姜华,371200XXXXXXXX0048,2023216916,物流管理23-2班,55,54,81,73,C-
崔建军,230321XXXXXXXX7540,2023216917,电信科23-3班,73,62,34,71,B-
朱辉,360122XXXXXXXX260X,2023216918,英语23-1班,61,37,82,81,A+
常博,540225XXXXXXXX2851,2023216919,电信科23-3班,91,67,24,74,A+
李红梅,422822XXXXXXXX8677,2023216920,计算机23-2班,93,56,21,61,C
靳婷婷,210800XXXXXXXX6277,2023216921,物流管理23-3班,65,73,21,83,D-
李玉珍,340202XXXXXXXX5821,2023216922,城市地下空间23-1班,93,39,83,80,C
王鑫,511900XXXXXXXX3723,2023216923,计算机23-3班,69,47,94,89,D
虞秀云,350900XXXXXXXX1445,2023216924,自动化23-1班,91,29,74,88,B
何丽华,230223XXXXXXXX7220,2023216925,新能源23-2班,45,89,28,93,D-
刘建平,120110XXXXXXXX8931,2023216926,法学23-3班,85,47,60,68,B-
贾建,140922XXXXXXXX0846,2023216927,经济23-3班,79,65,50,100,C-
周磊,610401XXXXXXXX8735,2023216928,新能源23-2班,48,68,78,49,C+
郑建军,341202XXXXXXXX0704,2023216929,英语23-1班,91,42,61,39,A-
王小红,350981XXXXXXXX2781,2023216930,法学23-2班,79,74,53,98,D
朱鹏,654326XXXXXXXX8302,2023216931,新媒体23-3班,50,80,90,81,C
张淑兰,230805XXXXXXXX965X,2023216932,环境23-2班,81,87,21,76,B-
刘桂兰,140427XXXXXXXX7246,2023216933,物流管理23-3班,50,59,46,74,D+
汪建军,350423XXXXXXXX8070,2023216934,化工23-2班,62,31,47,68,B-
潘英,350723XXXXXXXX0897,2023216935,土木工程23-2班,63,99,76,83,B-
董雪梅,341503XXXXXXXX1021,2023216936,自动化23-3班,45,81,42,84,C-
张平,150624XXXXXXXX230X,2023216937,法学23-1班,55,72,43,90,D-
夏建国,370828XXXXXXXX1963,2023216938,法学23-2班,92,53,27,77,D
朱丹丹,330402XXXXXXXX8895,2023216939,城市地下空间23-2班,83,47,76,53,B+
徐秀云,360983XXXXXXXX2315,2023216940,英语23-2班,81,81,61,89,A
徐璐,211221XXXXXXXX3216,2023216941,化工23-2班,100,79,79,95,A
张倩,330200XXXXXXXX3297,2023216942,物流管理23-2班,55,58,91,78,C-
郭旭,540100XXXXXXXX9807,2023216943,新能源23-2班,59,41,64,80,B+
韩建平,411327XXXXXXXX6303,2023216944,城市地下空间23-2班,78,98,26,58,D+
李桂英,150103XXXXXXXX255X,2023216945,环境23-1班,49,82,80,97,A+
孙彬,370685XXXXXXXX7304,2023216946,新能源23-2班,82,47,72,55,C
李霞,371301XXXXXXXX8155,2023216947,新媒体23-1班,72,94,98,46,B+
彭荣,530126XXXXXXXX4621,2023216948,英语23-1班,91,37,28,84,B
李冬梅,141029XXXXXXXX2662,2023216949,食品23-3班,50,42,90,77,C-
刘健,469001XXXXXXXX2563,2023216950,城市地下空间23-3班,93,33,41,98,A
杨涛,522601XXXXXXXX6020,2023216951,经济23-1班,89,36,88,43,D+
吴桂珍,371501XXXXXXXX5830,2023216952,英语23-1班,55,91,76,97,B-
郭荣,130601XXXXXXXX8455,2023216953,英语23-2班,86,46,80,94,D-
王兰英,450406XXXXXXXX4727,2023216954,城市地下空间23-1班,59,51,57,62,A
魏欢,370782XXXXXXXX1618,2023216955,食品23-2班,64,73,74,39,E
任莹,152525XXXXXXXX6039,2023216956,食品23-2班,88,55,46,56,B
刘晨,430500XXXXXXXX7685,2023216957,经济23-2班,56,73,15,35,D+
金莹,451301XXXXXXXX3053,2023216958,土木工程23-1班,64,76,68,45,B
李小红,610601XXXXXXXX0864,2023216959,化工23-1班,52,93,17,67,C
曾玉华,530381XXXXXXXX405X,2023216960,环境23-1班,78,57,28,52,B
贾阳,610631XXXXXXXX9251,2023216961,城市地下空间23-3班,80,77,88,86,A+
王云,150727XXXXXXXX0619,2023216962,英语23-1班,80,51,71,57,D
乔建平,130304XXXXXXXX5226,2023216963,计算机23-2班,91,54,88,39,D-
李波,331100XXXXXXXX3689,2023216964,英语23-2班,47,52,66,47,A-
李磊,542422XXXXXXXX1828,2023216965,新媒体23-1班,55,26,54,57,D-
杜冬梅,522731XXXXXXXX6985,2023216966,环境23-2班,57,45,65,92,D
靳丽丽,350922XXXXXXXX1905,2023216967,广告23-2班,82,56,43,91,D+
饶刚,610102XXXXXXXX0206,2023216968,物流管理23-3班,56,55,41,50,A-
刘芳,652301XXXXXXXX4902,2023216969,环境23-3班,77,89,76,58,D-
萧梅,511725XXXXXXXX1183,2023216970,自动化23-1班,67,54,48,86,D+
毕桂荣,530630XXXXXXXX1275,2023216971,环境23-3班,49,89,61,48,C+
李丹丹,350900XXXXXXXX6670,2023216972,化工23-3班,53,30,56,82,C-
李玉英,610629XXXXXXXX3030,2023216973,新能源23-1班,82,58,66,74,C
王荣,451027XXXXXXXX1747,2023216974,物流管理23-3班,83,40,98,65,B
张杨,542126XXXXXXXX831X,2023216975,新媒体23-2班,46,100,99,71,B+
徐桂花,450502XXXXXXXX4062,2023216976,电信科23-1班,81,61,33,77,D
沈英,341125XXXXXXXX2673,2023216977,经济23-3班,84,37,48,92,A-
陈健,150201XXXXXXXX1545,2023216978,机械工程23-1班,52,27,82,64,B
王冬梅,430100XXXXXXXX1411,2023216979,城市地下空间23-2班,56,54,55,94,D-
余玉,341125XXXXXXXX2505,2023216980,新媒体23-1班,75,61,99,76,C
张倩,370681XXXXXXXX0207,2023216981,计算机23-3班,49,80,73,66,E
石军,450405XXXXXXXX0230,2023216982,环境23-2班,93,32,36,88,A+
石英,610828XXXXXXXX5432,2023216983,英语23-2班,63,63,46,89,C-
陆洁,530822XXXXXXXX0147,2023216984,食品23-3班,56,91,93,45,A+
王超,610201XXXXXXXX893X,2023216985,土木工程23-2班,82,69,50,70,E
徐桂英,130632XXXXXXXX6719,2023216986,土木工程23-1班,54,26,56,46,B-
顾利,420103XXXXXXXX3341,2023216987,环境23-3班,61,78,48,96,A-
蒋淑珍,330624XXXXXXXX1504,2023216988,法学23-2班,90,62,76,47,A+
陈建,350921XXXXXXXX7213,2023216989,法学23-1班,80,30,32,47,D-
阮芳,542132XXXXXXXX7690,2023216990,新能源23-1班,48,65,92,94,A-
谢淑兰,513229XXXXXXXX7395,2023216991,新媒体23-3班,91,38,35,67,E
黎燕,320482XXXXXXXX9200,2023216992,机械工程23-1班,70,35,61,74,B
邓平,370785XXXXXXXX0934,2023216993,英语23-1班,75,78,34,37,C+
萧文,131025XXXXXXXX9065,2023216994,电信科23-3班,76,53,65,82,B+
陈俊,210522XXXXXXXX7621,2023216995,环境23-1班,45,64,42,46,B-
王莉,653122XXXXXXXX3688,2023216996,机械工程23-1班,58,44,43,92,E
李鹏,230603XXXXXXXX5332,2023216997,经济23-1班,80,51,69,35,A
周涛,330502XXXXXXXX7111,2023216998,化工23-3班,82,71,18,100,A
吴明,231282XXXXXXXX9141,2023216999,食品23-2班,73,27,42,42,D+
杨桂花,450225XXXXXXXX4175,2023217000,英语23-2班,96,76,71,96,D
郭辉,230184XXXXXXXX9400,2023217001,机械工程23-3班,88,52,88,39,B
刘建平,431102XXXXXXXX1482,2023217002,经济23-2班,58,61,61,63,D
赵桂珍,511304XXXXXXXX4795,2023217003,食品23-2班,65,68,85,43,A-
梁帅,220622XXXXXXXX2498,2023217004,土木工程23-3班,47,66,45,64,C
李秀芳,451222XXXXXXXX5743,2023217005,城市地下空间23-3班,67,47,67,91,E
柴敏,420529XXXXXXXX4495,2023217006,城市地下空间23-1班,80,90,30,75,A-
