姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
杨桂兰,610330XXXXXXXX5391,2024216669,化工23-3班,72,30,85,71,E
周璐,350424XXXXXXXX1156,2024216670,城市地下空间23-2班,49,97,46,69,B
王鹏,230204XXXXXXXX4552,2024216671,新能源23-1班,55,36,55,100,D+
熊文,320402XXXXXXXX7603,2024216672,经济23-3班,99,48,83,99,C
全旭,469007XXXXXXXX2306,2024216673,计算机23-1班,73,95,44,58,C-
查欢,510921XXXXXXXX6285,2024216674,土木工程23-3班,79,75,78,69,A
马秀梅,451402XXXXXXXX8715,2024216675,法学23-3班,70,40,92,66,A
刘雪,220501XXXXXXXX1110,2024216676,电信科23-3班,92,30,69,82,C
周桂花,330824XXXXXXXX0464,2024216677,经济23-3班,49,92,91,49,A+
刘龙,621027XXXXXXXX0875,2024216678,环境23-2班,59,91,66,56,E
邹利,340503XXXXXXXX545X,2024216679,化工23-3班,47,74,83,65,C
蔡博,640301XXXXXXXX8388,2024216680,城市地下空间23-3班,63,88,55,99,D
黄桂香,654226XXXXXXXX9414,2024216681,英语23-2班,92,58,81,52,A+
徐凤兰,620201XXXXXXXX4248,2024216682,环境23-1班,46,61,91,44,C+
窦志强,540227XXXXXXXX143X,2024216683,新媒体23-2班,69,40,64,57,C
张凤英,230127XXXXXXXX2857,2024216684,自动化23-3班,61,67,50,39,A-
黄亮,310114XXXXXXXX339X,2024216685,新媒体23-2班,58,26,31,74,B+
黄娜,445203XXXXXXXX8799,2024216686,电信科23-2班,99,94,64,99,B+
张娜,420801XXXXXXXX8251,2024216687,电信科23-3班,86,51,44,36,C+
邵芳,150104XXXXXXXX5709,2024216688,城市地下空间23-2班,63,42,63,51,A
朱欢,211200XXXXXXXX2356,2024216689,新媒体23-3班,70,91,32,75,D
贾婷婷,511324XXXXXXXX1835,2024216690,土木工程23-1班,78,63,42,64,C-
梁鑫,621221XXXXXXXX1529,2024216691,经济23-1班,80,63,23,36,E
蔡秀珍,130800XXXXXXXX560X,2024216692,新能源23-1班,80,61,42,74,A+
莫雷,371300XXXXXXXX4292,2024216693,自动化23-2班,93,50,57,83,A+
徐红霞,411681XXXXXXXX0821,2024216694,新媒体23-2班,69,30,46,51,B+
胡博,140823XXXXXXXX5386,2024216695,环境23-2班,97,25,18,67,D-
姜红梅,210781XXXXXXXX5605,2024216696,食品23-2班,56,91,15,47,D-
武欣,451302XXXXXXXX3183,2024216697,计算机23-3班,77,61,95,53,C+
李瑞,430104XXXXXXXX4858,2024216698,新能源23-2班,69,96,100,36,A
管丽,150626XXXXXXXX8804,2024216699,英语23-3班,79,59,93,46,B
钟桂荣,140425XXXXXXXX1698,2024216700,机械工程23-2班,66,54,50,98,A-
靳雪梅,450302XXXXXXXX8125,2024216701,化工23-1班,62,53,89,68,A
连磊,433125XXXXXXXX8395,2024216702,经济23-2班,66,49,44,92,B
陈秀梅,530501XXXXXXXX4216,2024216703,英语23-3班,50,77,52,63,C
李桂香,430225XXXXXXXX7047,2024216704,计算机23-2班,77,37,23,67,E
任静,150703XXXXXXXX4737,2024216705,新能源23-3班,80,76,43,95,C+
王桂芝,330881XXXXXXXX1125,2024216706,法学23-1班,99,99,62,96,A-
苏晨,530381XXXXXXXX7666,2024216707,新能源23-2班,85,82,82,58,D-
傅军,430901XXXXXXXX7740,2024216708,新媒体23-1班,62,87,40,70,B
邸建平,341522XXXXXXXX7119,2024216709,化工23-2班,93,30,37,73,B
柳莹,654201XXXXXXXX7667,2024216710,法学23-3班,78,65,34,97,E
李丽,210404XXXXXXXX8755,2024216711,城市地下空间23-2班,88,96,59,90,C
陈璐,371326XXXXXXXX7359,2024216712,土木工程23-1班,56,31,69,46,B+
郭丹,211300XXXXXXXX4670,2024216713,新媒体23-1班,95,44,67,89,C+
董建,141024XXXXXXXX5769,2024216714,自动化23-3班,61,39,29,57,A+
王霞,220282XXXXXXXX6645,2024216715,广告23-1班,73,96,20,81,A-
任宇,371322XXXXXXXX0128,2024216716,法学23-1班,65,36,61,50,A+
傅宇,532530XXXXXXXX356X,2024216717,新能源23-3班,81,61,33,92,C
宋鹏,513431XXXXXXXX1593,2024216718,城市地下空间23-2班,91,100,15,63,A
廖秀英,141129XXXXXXXX0066,2024216719,机械工程23-3班,54,58,40,40,A
李勇,130200XXXXXXXX7792,2024216720,新能源23-2班,81,30,86,82,A-
李萍,542127XXXXXXXX7999,2024216721,机械工程23-2班,48,60,24,50,C
黄柳,511325XXXXXXXX3654,2024216722,电信科23-2班,99,78,71,80,C+
曾超,130803XXXXXXXX9929,2024216723,城市地下空间23-3班,70,73,28,88,B
王颖,152501XXXXXXXX8873,2024216724,环境23-2班,50,29,88,77,B+
李超,469024XXXXXXXX4583,2024216725,城市地下空间23-1班,62,36,34,86,A-
杨春梅,320621XXXXXXXX8063,2024216726,计算机23-3班,67,93,76,85,A+
林玉,450400XXXXXXXX6388,2024216727,物流管理23-2班,54,59,87,63,B+
杨兰英,341503XXXXXXXX2369,2024216728,电信科23-3班,71,74,32,74,B-
温辉,530828XXXXXXXX1543,2024216729,经济23-2班,84,26,25,98,C
刘琴,451023XXXXXXXX3820,2024216730,电信科23-2班,92,27,55,100,A-
石璐,652824XXXXXXXX0522,2024216731,电信科23-2班,69,26,19,68,C-
阴云,321300XXXXXXXX5082,2024216732,机械工程23-2班,97,76,28,53,A-
汪慧,542623XXXXXXXX7734,2024216733,环境23-3班,80,60,72,96,B
陶玲,530126XXXXXXXX8997,2024216734,英语23-3班,58,33,44,44,C-
王玉珍,611022XXXXXXXX9551,2024216735,食品23-1班,88,36,39,42,A-
张璐,230811XXXXXXXX9334,2024216736,食品23-2班,61,48,15,69,C+
陈博,371502XXXXXXXX8253,2024216737,新媒体23-1班,55,65,46,98,A+
龚柳,522627XXXXXXXX0761,2024216738,新媒体23-1班,69,44,64,67,E
严鑫,445200XXXXXXXX8922,2024216739,机械工程23-1班,55,31,64,75,E
胡亮,520326XXXXXXXX5144,2024216740,土木工程23-2班,55,45,58,90,C
陈丽,510727XXXXXXXX1326,2024216741,环境23-3班,64,43,51,68,C
刁秀云,130828XXXXXXXX1025,2024216742,计算机23-2班,71,76,25,92,E
陈芳,130533XXXXXXXX5480,2024216743,城市地下空间23-1班,67,41,70,83,D
王建国,522626XXXXXXXX0551,2024216744,广告23-2班,98,50,31,84,C-
许坤,632500XXXXXXXX320X,2024216745,新能源23-3班,69,90,38,87,B+
张亮,350981XXXXXXXX1936,2024216746,食品23-1班,57,85,44,64,B
罗波,511422XXXXXXXX4445,2024216747,电信科23-3班,95,95,53,60,B-
仇涛,410181XXXXXXXX9182,2024216748,环境23-2班,76,37,25,85,D+
宋静,411323XXXXXXXX1414,2024216749,电信科23-1班,48,28,55,42,B+
张洋,530100XXXXXXXX572X,2024216750,英语23-3班,49,31,67,58,D
萧磊,340521XXXXXXXX252X,2024216751,计算机23-1班,90,37,47,97,E
邓婷婷,445100XXXXXXXX9019,2024216752,计算机23-3班,100,93,58,56,C-
耿瑜,450122XXXXXXXX6760,2024216753,电信科23-2班,92,58,91,97,D+
彭梅,522328XXXXXXXX8977,2024216754,机械工程23-3班,53,56,25,100,B+
仇峰,230184XXXXXXXX5138,2024216755,化工23-3班,62,59,93,57,B+
段洁,220801XXXXXXXX987X,2024216756,法学23-2班,92,68,98,85,D
崔军,441900XXXXXXXX9440,2024216757,机械工程23-3班,75,35,25,40,E
张桂香,530321XXXXXXXX9729,2024216758,土木工程23-1班,92,65,78,95,C
张杰,230101XXXXXXXX0833,2024216759,物流管理23-2班,65,39,55,63,A+
张丹丹,500234XXXXXXXX6080,2024216760,英语23-2班,87,38,73,80,D
袁秀华,440823XXXXXXXX700X,2024216761,法学23-1班,77,32,75,80,A+
罗英,530901XXXXXXXX208X,2024216762,新能源23-1班,99,82,57,49,E
刘坤,513436XXXXXXXX005X,2024216763,英语23-2班,99,42,67,50,D+
吕玉,370323XXXXXXXX4248,2024216764,城市地下空间23-3班,53,31,80,57,B
赵健,320831XXXXXXXX2396,2024216765,广告23-3班,62,100,45,67,A
李柳,431122XXXXXXXX0882,2024216766,城市地下空间23-2班,59,28,58,55,D-
曾海燕,430611XXXXXXXX7971,2024216767,食品23-2班,91,59,36,90,B-
陈芳,340811XXXXXXXX8934,2024216768,计算机23-1班,47,56,45,47,C
苏岩,430202XXXXXXXX5357,2024216769,电信科23-1班,63,32,31,73,C+
张凤英,371001XXXXXXXX5132,2024216770,法学23-2班,59,74,17,68,C+
贺玉英,231283XXXXXXXX7717,2024216771,经济23-3班,82,60,25,94,D
张红,630100XXXXXXXX5484,2024216772,广告23-2班,82,57,61,52,C-
张欣,540126XXXXXXXX4332,2024216773,城市地下空间23-2班,47,25,52,71,C-
郝健,341524XXXXXXXX8120,2024216774,新能源23-3班,62,58,82,36,C-
李秀华,522627XXXXXXXX6769,2024216775,英语23-1班,91,68,64,97,D
邓晶,131127XXXXXXXX7261,2024216776,电信科23-2班,97,82,21,82,A-
王军,410821XXXXXXXX5914,2024216777,物流管理23-3班,92,36,98,77,A
曹东,371001XXXXXXXX7781,2024216778,新媒体23-1班,75,83,73,86,A-
李健,330784XXXXXXXX4965,2024216779,自动化23-2班,45,71,85,39,C-
华飞,330109XXXXXXXX7041,2024216780,法学23-3班,95,85,33,86,C+
赵桂珍,370306XXXXXXXX3475,2024216781,广告23-1班,82,66,19,96,D-
刘莹,469024XXXXXXXX6893,2024216782,电信科23-1班,65,32,98,59,A
刘慧,360105XXXXXXXX6308,2024216783,经济23-3班,52,50,45,67,B-
杨辉,511025XXXXXXXX3986,2024216784,广告23-1班,100,81,33,46,C+
吕慧,520321XXXXXXXX2223,2024216785,环境23-2班,90,32,41,44,A+
李娟,610429XXXXXXXX1560,2024216786,环境23-2班,53,55,75,58,C
冯杨,130129XXXXXXXX0033,2024216787,广告23-2班,95,88,37,43,B+
阎娜,320831XXXXXXXX8192,2024216788,城市地下空间23-3班,95,39,94,60,B
徐秀梅,150602XXXXXXXX8628,2024216789,广告23-2班,73,39,54,87,B
刘红梅,320583XXXXXXXX5158,2024216790,自动化23-1班,87,51,42,92,D-
马婷,542524XXXXXXXX7820,2024216791,土木工程23-1班,71,96,94,81,B+
汪婷,331127XXXXXXXX2536,2024216792,新媒体23-3班,47,35,22,84,A+
张萍,451321XXXXXXXX9753,2024216793,环境23-1班,100,47,80,66,D
张丽华,411726XXXXXXXX2737,2024216794,法学23-3班,47,74,72,97,B-
梁洁,540100XXXXXXXX3279,2024216795,法学23-1班,78,60,21,72,B
黄萍,421083XXXXXXXX0069,2024216796,电信科23-3班,91,76,79,46,C
柯成,141182XXXXXXXX6640,2024216797,自动化23-2班,58,50,54,52,C-
陈彬,654322XXXXXXXX3188,2024216798,英语23-1班,79,33,16,50,A+
张莉,622926XXXXXXXX8517,2024216799,英语23-1班,46,91,80,92,D-
董秀英,130629XXXXXXXX1343,2024216800,城市地下空间23-2班,69,32,51,64,A-
沈雪梅,350205XXXXXXXX1890,2024216801,英语23-3班,76,67,70,99,D
高雷,530901XXXXXXXX2061,2024216802,经济23-1班,69,52,100,85,E
张勇,410182XXXXXXXX9337,2024216803,城市地下空间23-3班,59,55,20,84,A+
伍峰,341521XXXXXXXX9310,2024216804,物流管理23-1班,75,79,40,98,C+
黄桂芝,370800XXXXXXXX5438,2024216805,化工23-1班,79,57,63,92,D+
韦彬,131082XXXXXXXX9908,2024216806,城市地下空间23-2班,48,46,25,100,D
杜桂珍,411501XXXXXXXX671X,2024216807,土木工程23-3班,70,36,24,55,D+
鹿丽,120225XXXXXXXX3851,2024216808,城市地下空间23-2班,54,89,15,92,C-
张淑珍,320901XXXXXXXX9244,2024216809,自动化23-3班,72,81,45,87,E
郭兰英,530824XXXXXXXX5410,2024216810,机械工程23-3班,94,67,86,84,A+
张淑华,140430XXXXXXXX7056,2024216811,机械工程23-2班,58,35,47,37,E
张秀珍,350124XXXXXXXX3496,2024216812,法学23-3班,98,57,24,65,C-
张浩,110116XXXXXXXX1782,2024216813,电信科23-2班,60,56,77,43,C
谢雷,130622XXXXXXXX8417,2024216814,计算机23-2班,47,88,58,51,B-
朱艳,320612XXXXXXXX2386,2024216815,广告23-1班,77,36,61,63,A+
刘坤,230382XXXXXXXX5269,2024216816,自动化23-2班,94,72,98,86,D+
何冬梅,141126XXXXXXXX9697,2024216817,新媒体23-2班,63,74,48,61,C-
汤刚,520181XXXXXXXX3536,2024216818,自动化23-2班,74,40,85,51,C+
张健,520526XXXXXXXX5308,2024216819,广告23-3班,72,79,100,87,C
张冬梅,320901XXXXXXXX4583,2024216820,自动化23-1班,86,98,83,92,C
张红,511112XXXXXXXX8396,2024216821,食品23-1班,77,72,62,77,E
荣玲,621125XXXXXXXX2874,2024216822,土木工程23-2班,84,82,55,76,A
邹小红,130633XXXXXXXX5862,2024216823,电信科23-3班,96,37,33,73,B+
李丽娟,620723XXXXXXXX3097,2024216824,物流管理23-2班,56,31,71,70,B-
李玉英,370323XXXXXXXX6866,2024216825,新媒体23-2班,60,68,74,55,B
潘桂兰,445101XXXXXXXX4205,2024216826,法学23-1班,56,86,89,88,E
刘桂兰,130401XXXXXXXX1782,2024216827,化工23-1班,82,43,32,88,B
颜龙,150825XXXXXXXX9356,2024216828,法学23-3班,55,50,97,43,C+
马桂芝,431126XXXXXXXX5186,2024216829,法学23-1班,55,54,20,70,C+
黄瑜,411601XXXXXXXX6904,2024216830,土木工程23-3班,48,76,47,79,E
徐桂珍,451322XXXXXXXX3742,2024216831,城市地下空间23-2班,54,83,76,36,C
成丽华,152530XXXXXXXX3710,2024216832,经济23-3班,89,85,36,38,A+
刘林,440705XXXXXXXX8274,2024216833,计算机23-1班,86,99,94,96,A+
徐桂芳,321000XXXXXXXX820X,2024216834,自动化23-3班,70,25,80,53,D-
宋玉兰,431001XXXXXXXX5437,2024216835,土木工程23-2班,58,70,38,99,E
邱兵,370700XXXXXXXX4508,2024216836,土木工程23-3班,56,64,21,87,D+
戈丽,320105XXXXXXXX1267,2024216837,新能源23-2班,54,57,15,93,B+
张军,321183XXXXXXXX3993,2024216838,计算机23-2班,73,78,25,57,A
黄文,320404XXXXXXXX3943,2024216839,计算机23-3班,95,56,66,60,B-
林瑜,510108XXXXXXXX2891,2024216840,新媒体23-3班,57,68,24,89,B-
李桂芝,500117XXXXXXXX1773,2024216841,广告23-3班,94,78,40,50,C+
钟凯,371501XXXXXXXX201X,2024216842,新能源23-2班,64,91,54,99,C+
陈楠,130321XXXXXXXX3392,2024216843,土木工程23-2班,99,27,21,40,A+
张凤兰,140825XXXXXXXX844X,2024216844,新能源23-3班,47,65,61,40,B
王桂荣,410221XXXXXXXX295X,2024216845,新媒体23-1班,87,69,54,36,B-
曾利,341282XXXXXXXX3849,2024216846,法学23-2班,52,52,22,89,C-
李峰,610831XXXXXXXX0242,2024216847,食品23-1班,95,65,36,71,D+
白欣,360827XXXXXXXX0821,2024216848,计算机23-2班,89,77,64,75,D-
梁畅,610824XXXXXXXX0475,2024216849,广告23-3班,79,67,66,74,C+
吴晶,421303XXXXXXXX1375,2024216850,化工23-2班,83,98,74,82,D+
舒浩,640300XXXXXXXX2058,2024216851,化工23-3班,56,71,17,94,E
陆强,230225XXXXXXXX9263,2024216852,化工23-1班,94,38,93,56,D
胡龙,410181XXXXXXXX8605,2024216853,自动化23-1班,68,28,57,65,B-
汪坤,610900XXXXXXXX4020,2024216854,新能源23-1班,80,47,81,74,E
黄颖,410882XXXXXXXX2900,2024216855,新媒体23-1班,68,67,50,100,C-
王强,140222XXXXXXXX071X,2024216856,法学23-2班,50,65,43,84,A+
郑建华,361125XXXXXXXX9532,2024216857,机械工程23-3班,63,69,78,51,D-
张秀梅,500238XXXXXXXX1117,2024216858,经济23-2班,97,56,95,95,B+
曾超,510821XXXXXXXX9253,2024216859,食品23-1班,94,36,55,91,D+
彭丹,371312XXXXXXXX746X,2024216860,食品23-2班,70,94,95,96,B-
陈华,511402XXXXXXXX8099,2024216861,新能源23-3班,97,100,26,98,E
曹强,310116XXXXXXXX3148,2024216862,广告23-2班,85,77,87,67,B
马洋,130202XXXXXXXX4112,2024216863,英语23-2班,80,89,57,57,C-
张瑞,540225XXXXXXXX7173,2024216864,英语23-3班,67,30,100,91,C+
宋慧,430528XXXXXXXX2629,2024216865,广告23-3班,83,44,53,99,A+
刘淑兰,320803XXXXXXXX3669,2024216866,化工23-3班,73,89,17,49,C+
张秀英,411121XXXXXXXX6483,2024216867,经济23-2班,82,35,72,62,A-
薛红霞,430527XXXXXXXX1007,2024216868,计算机23-2班,85,70,81,59,C-
王建华,542623XXXXXXXX838X,2024216869,食品23-1班,82,43,34,100,D
王欣,130701XXXXXXXX5615,2024216870,英语23-2班,87,62,60,86,B
姜超,410602XXXXXXXX8350,2024216871,环境23-3班,81,90,61,92,C
梁建,231181XXXXXXXX3605,2024216872,土木工程23-3班,81,98,60,52,D-
熊玉珍,330303XXXXXXXX1477,2024216873,机械工程23-1班,63,68,28,35,D
陈荣,620723XXXXXXXX0690,2024216874,法学23-1班,53,40,55,75,B-
韩丹,530501XXXXXXXX4034,2024216875,法学23-1班,87,42,73,94,C
张博,320681XXXXXXXX1719,2024216876,经济23-1班,84,29,54,82,A
陈娜,411081XXXXXXXX9667,2024216877,电信科23-2班,61,81,92,98,A+
王浩,430722XXXXXXXX3947,2024216878,新媒体23-1班,50,38,88,52,A-
黄岩,130902XXXXXXXX017X,2024216879,新媒体23-1班,60,98,51,57,D-
李宁,210803XXXXXXXX0425,2024216880,电信科23-3班,79,68,91,62,C
高宁,440514XXXXXXXX9310,2024216881,物流管理23-2班,55,91,35,92,C+
张刚,511902XXXXXXXX9603,2024216882,广告23-2班,86,42,46,56,C
阎丽娟,441821XXXXXXXX053X,2024216883,电信科23-1班,53,43,23,68,C
李磊,320506XXXXXXXX4767,2024216884,新能源23-1班,57,98,50,98,D-
刘明,230703XXXXXXXX0325,2024216885,广告23-3班,57,34,22,51,D
卢秀云,330782XXXXXXXX5609,2024216886,环境23-1班,80,78,95,38,A
刘辉,331022XXXXXXXX5362,2024216887,物流管理23-2班,79,68,53,89,D-
梁雷,220881XXXXXXXX2489,2024216888,自动化23-1班,53,80,78,60,A-
金婷,451001XXXXXXXX8227,2024216889,法学23-3班,89,37,64,63,E
金荣,542526XXXXXXXX7230,2024216890,化工23-2班,79,71,28,43,A
牟帆,431300XXXXXXXX7243,2024216891,化工23-2班,69,87,78,52,D
王阳,341100XXXXXXXX7381,2024216892,机械工程23-1班,62,25,27,37,A-
朱畅,652922XXXXXXXX9927,2024216893,物流管理23-2班,79,99,71,82,C-
王婷,542125XXXXXXXX3918,2024216894,土木工程23-1班,46,84,68,67,A+
余丽娟,211202XXXXXXXX9355,2024216895,城市地下空间23-1班,74,100,46,60,D
程秀英,220200XXXXXXXX7784,2024216896,计算机23-1班,73,35,37,38,C
张雷,450108XXXXXXXX2126,2024216897,机械工程23-1班,96,98,23,58,A-
谭晨,230103XXXXXXXX7539,2024216898,新媒体23-3班,76,63,38,63,C+
何鹏,533103XXXXXXXX4343,2024216899,物流管理23-3班,52,70,57,37,D
左凤英,441423XXXXXXXX1350,2024216900,食品23-1班,72,49,67,70,C-
曹芳,430801XXXXXXXX251X,2024216901,法学23-1班,95,85,47,87,C+
蒋桂花,441701XXXXXXXX9145,2024216902,经济23-2班,88,38,89,99,E
周兰英,441701XXXXXXXX3566,2024216903,广告23-3班,68,67,88,95,D-
舒凤兰,130534XXXXXXXX2087,2024216904,新媒体23-1班,71,51,66,89,C+
孙淑珍,410581XXXXXXXX8994,2024216905,机械工程23-2班,90,61,75,48,A+
傅凤兰,450304XXXXXXXX7366,2024216906,环境23-2班,56,80,56,51,C-
梁春梅,371000XXXXXXXX4347,2024216907,化工23-1班,49,45,46,76,D+
陈秀兰,533300XXXXXXXX1897,2024216908,食品23-2班,70,83,35,88,B
李桂芝,140223XXXXXXXX3856,2024216909,经济23-1班,59,82,46,95,B-
刘桂英,150922XXXXXXXX5901,2024216910,广告23-3班,89,98,65,39,D
汪晶,320600XXXXXXXX226X,2024216911,城市地下空间23-3班,47,36,84,87,A-
叶玲,610829XXXXXXXX2185,2024216912,环境23-2班,100,36,56,83,C+
朱淑珍,610322XXXXXXXX5232,2024216913,化工23-2班,97,76,37,95,D
陈淑华,210106XXXXXXXX3392,2024216914,土木工程23-2班,79,35,76,73,D+
马欣,510727XXXXXXXX8945,2024216915,法学23-1班,75,71,96,58,B
陈丹丹,131025XXXXXXXX3750,2024216916,新能源23-1班,56,36,67,99,D+
傅亮,530103XXXXXXXX1258,2024216917,土木工程23-1班,78,59,30,69,B-
张桂兰,431027XXXXXXXX0959,2024216918,计算机23-3班,90,64,36,66,C-
高梅,340828XXXXXXXX3293,2024216919,城市地下空间23-1班,86,42,100,66,A-
王丽丽,430204XXXXXXXX2676,2024216920,城市地下空间23-2班,51,62,60,61,C+
张建国,140931XXXXXXXX3005,2024216921,广告23-1班,79,62,73,77,A
金阳,411101XXXXXXXX8659,2024216922,法学23-2班,66,44,81,100,A-
傅鑫,450722XXXXXXXX2756,2024216923,新媒体23-1班,76,94,70,89,D+
李桂芳,610831XXXXXXXX4737,2024216924,计算机23-3班,46,34,86,47,D-
黄桂兰,350302XXXXXXXX8672,2024216925,环境23-1班,95,26,76,48,B+
朱玉英,320981XXXXXXXX6219,2024216926,化工23-1班,99,63,84,74,A-
刘辉,430801XXXXXXXX7415,2024216927,新媒体23-1班,48,65,42,70,A+
魏春梅,511827XXXXXXXX5488,2024216928,环境23-1班,100,86,93,77,C-
王红,410200XXXXXXXX9897,2024216929,经济23-2班,72,37,62,96,A
田峰,222403XXXXXXXX5589,2024216930,新能源23-1班,85,42,61,96,D+
李红,210212XXXXXXXX5194,2024216931,自动化23-2班,47,94,18,67,C-
金莹,370405XXXXXXXX4359,2024216932,自动化23-3班,86,76,19,63,B-
李秀云,653129XXXXXXXX8273,2024216933,英语23-3班,45,99,72,49,B-
萧林,630100XXXXXXXX6571,2024216934,计算机23-2班,86,84,80,80,D+
伊利,350921XXXXXXXX778X,2024216935,城市地下空间23-2班,84,90,81,75,A
许秀荣,540228XXXXXXXX9791,2024216936,新媒体23-3班,51,58,59,69,B
武杨,440305XXXXXXXX0252,2024216937,新能源23-2班,49,29,24,76,C
杨秀华,510321XXXXXXXX3108,2024216938,城市地下空间23-2班,51,60,27,98,C
林玉华,441283XXXXXXXX0980,2024216939,计算机23-2班,71,98,61,61,E
王春梅,620702XXXXXXXX6081,2024216940,土木工程23-1班,90,58,69,85,D-
林东,632726XXXXXXXX637X,2024216941,食品23-1班,45,49,69,89,A
张俊,620723XXXXXXXX4581,2024216942,英语23-2班,68,95,65,91,D-
罗建,532823XXXXXXXX5809,2024216943,机械工程23-3班,45,59,24,48,E
罗兵,620701XXXXXXXX2308,2024216944,城市地下空间23-2班,78,63,85,60,C-
王海燕,141024XXXXXXXX5906,2024216945,土木工程23-1班,63,33,30,54,C-
乔敏,130423XXXXXXXX455X,2024216946,英语23-1班,60,55,45,52,D+
赵杰,450901XXXXXXXX9570,2024216947,自动化23-2班,89,62,61,66,A-
农丽丽,150201XXXXXXXX9302,2024216948,土木工程23-3班,66,90,59,62,D+
刘阳,320922XXXXXXXX6348,2024216949,自动化23-1班,71,55,54,72,D+
张亮,330204XXXXXXXX5074,2024216950,物流管理23-3班,61,74,61,93,C+
佟琳,370305XXXXXXXX6770,2024216951,电信科23-3班,47,33,26,52,D+
张玉梅,371501XXXXXXXX6564,2024216952,环境23-1班,61,57,83,36,C-
赵慧,231025XXXXXXXX0510,2024216953,新媒体23-3班,64,34,68,67,C-
孙明,542526XXXXXXXX9785,2024216954,化工23-1班,65,91,38,59,D-
汤云,140922XXXXXXXX4351,2024216955,食品23-3班,57,99,94,91,B+
梁红,542521XXXXXXXX0292,2024216956,食品23-2班,74,85,92,69,A+
张玉兰,140100XXXXXXXX8032,2024216957,新媒体23-2班,73,93,73,52,A
袁璐,513300XXXXXXXX1242,2024216958,环境23-3班,78,31,47,80,A+
谭玉,141126XXXXXXXX2672,2024216959,城市地下空间23-1班,85,43,74,36,E
陈霞,210602XXXXXXXX1094,2024216960,土木工程23-1班,95,75,36,56,C
张玉华,510403XXXXXXXX3036,2024216961,物流管理23-2班,76,39,30,56,E
朱涛,513333XXXXXXXX3125,2024216962,食品23-2班,94,50,34,40,C+
黄桂芝,440116XXXXXXXX373X,2024216963,英语23-1班,66,80,41,39,E
李秀英,421303XXXXXXXX2949,2024216964,广告23-2班,67,77,40,44,A-
刘凤兰,650101XXXXXXXX9226,2024216965,环境23-3班,76,31,37,82,E
刘玲,350430XXXXXXXX1305,2024216966,城市地下空间23-3班,54,90,63,67,B
杨娜,110115XXXXXXXX5423,2024216967,土木工程23-3班,70,37,35,89,B-
尹峰,330304XXXXXXXX9656,2024216968,环境23-3班,45,83,79,77,A-
胡健,520622XXXXXXXX1411,2024216969,自动化23-2班,54,35,81,85,C-
罗勇,510112XXXXXXXX2408,2024216970,环境23-1班,57,83,27,68,C-
朴磊,120114XXXXXXXX3336,2024216971,物流管理23-1班,52,71,16,83,C-
葛璐,431321XXXXXXXX7650,2024216972,经济23-1班,63,39,28,46,C+
张帆,210113XXXXXXXX871X,2024216973,机械工程23-1班,51,69,35,41,C
高旭,360902XXXXXXXX4576,2024216974,电信科23-2班,51,73,90,92,C
叶杨,640323XXXXXXXX6230,2024216975,电信科23-2班,74,27,21,92,C-
周莹,522634XXXXXXXX454X,2024216976,广告23-2班,85,86,59,73,A-
熊刚,441403XXXXXXXX1810,2024216977,新能源23-2班,86,92,37,90,C-
艾强,360830XXXXXXXX0369,2024216978,化工23-2班,100,42,93,77,A-
龚明,450981XXXXXXXX6797,2024216979,环境23-3班,98,67,89,53,B+
谢莹,140929XXXXXXXX9770,2024216980,法学23-3班,95,73,34,92,B+
和丽,441723XXXXXXXX4372,2024216981,机械工程23-3班,45,82,20,57,C
毛凯,350425XXXXXXXX6644,2024216982,法学23-3班,54,34,40,77,E
陈萍,410900XXXXXXXX6747,2024216983,电信科23-1班,60,34,26,73,C
王玉华,360482XXXXXXXX3326,2024216984,食品23-2班,55,59,16,82,A
吴丽华,411000XXXXXXXX5613,2024216985,法学23-1班,48,26,65,86,C
晏玉珍,211102XXXXXXXX3957,2024216986,物流管理23-2班,54,79,69,73,C-
王鹏,610823XXXXXXXX4371,2024216987,化工23-2班,58,31,43,72,A-
张宁,410327XXXXXXXX7083,2024216988,环境23-1班,73,55,77,90,A
陈娟,654027XXXXXXXX0120,2024216989,计算机23-2班,55,56,28,48,D-
刘旭,140900XXXXXXXX0935,2024216990,食品23-1班,48,63,58,75,A-
陈涛,211402XXXXXXXX3343,2024216991,自动化23-2班,91,67,22,78,D+
伍凤英,620921XXXXXXXX2176,2024216992,经济23-2班,70,94,66,98,B
龚倩,510411XXXXXXXX8576,2024216993,土木工程23-1班,95,99,81,71,A-
袁琳,420606XXXXXXXX8755,2024216994,食品23-3班,60,52,25,66,A
张成,360823XXXXXXXX7373,2024216995,土木工程23-1班,88,74,70,54,A-
李利,130304XXXXXXXX4653,2024216996,电信科23-3班,64,62,81,45,C+
李浩,542124XXXXXXXX4960,2024216997,食品23-2班,97,98,40,94,C
谭阳,513227XXXXXXXX4989,2024216998,物流管理23-3班,67,71,79,43,C
魏丽娟,360830XXXXXXXX5385,2024216999,物流管理23-1班,98,100,92,40,A-
耿华,533103XXXXXXXX2073,2024217000,食品23-2班,83,61,21,98,D
徐静,411422XXXXXXXX7907,2024217001,土木工程23-2班,91,53,40,91,D+
傅桂花,420300XXXXXXXX1842,2024217002,电信科23-3班,47,88,100,79,A-
吴桂英,513335XXXXXXXX2656,2024217003,计算机23-2班,50,50,21,45,B-
